0	0.186336179	0.186336179	1.692336179	1.506	0.0
1	0.372672359	0.620636179	2.783036179	2.1624	0.24796382
2	0.559008538	1.054936179	1.489236179	0.4343	0.495927641
3	0.745344718	1.490236179	5.288836179	3.7986	0.744891461
4	0.931680897	2.025536179	2.459836179	0.4343	1.093855282
5	1.118017077	2.783036179	8.532036179	5.749	1.665019102
6	1.304353256	3.217336179	9.633836179	6.4165	1.912982923
7	1.490689436	3.651636179	4.085936179	0.4343	2.160946743
8	1.677025615	4.085936179	12.128536179	8.0426	2.408910564
9	1.863361795	4.520236179	13.200236179	8.68	2.656874384
10	2.049697974	5.288836179	15.039436179	9.7506	3.239138205
11	2.236034154	5.723136179	16.564436179	10.8413	3.487102025
12	2.422370333	6.157436179	17.767336179	11.6099	3.735065846
13	2.608706513	6.591736179	18.959136179	12.3674	3.983029666
14	2.795042692	7.026036179	7.460336179	0.4343	4.230993487
15	2.981378872	7.460336179	21.333736179	13.8734	4.478957307
16	3.167715051	7.894636179	22.304336179	14.4097	4.726921128
17	3.354051231	8.329936179	8.865236179	0.5353	4.975884948
18	3.54038741	8.865236179	24.709036179	15.8438	5.324848769
19	3.72672359	9.633836179	27.203736179	17.5699	5.907112589
20	3.913059769	10.068136179	28.406636179	18.3385	6.15507641
21	4.099395949	10.502436179	10.936736179	0.4343	6.40304023
22	4.285732128	10.936736179	30.901336179	19.9646	6.651004051
23	4.472068308	11.371036179	32.104236179	20.7332	6.898967871
24	4.658404487	12.128536179	34.164636179	22.0361	7.470131692
25	4.844740667	12.562836179	35.356436179	22.7936	7.718095512
26	5.031076846	12.998136179	36.982536179	23.9844	7.967059333
27	5.217413026	13.533436179	38.185436179	24.652	8.316023153
28	5.403749205	13.967736179	39.811536179	25.8438	8.563986974
29	5.590085385	14.402036179	40.883236179	26.4812	8.811950794
30	5.776421564	14.837336179	42.419336179	27.582	9.060914615
31	5.962757744	15.372636179	43.491036179	28.1184	9.409878435
32	6.149093923	15.806936179	45.027136179	29.2202	9.657842256
33	6.335430103	16.564436179	47.098636179	30.5342	10.229006076
34	6.521766282	16.998736179	48.170336179	31.1716	10.476969897
35	6.708102462	17.767336179	18.201636179	0.4343	11.059233717
36	6.894438641	18.201636179	18.635936179	0.4343	11.307197538
37	7.080774821	18.959136179	51.432536179	32.4734	11.878361358
38	7.267111	19.393436179	51.755736179	32.3623	12.126325179
39	7.45344718	19.827736179	52.078936179	32.2512	12.374288999
40	7.639783359	20.262036179	52.282036179	32.02	12.62225282
41	7.826119539	20.696336179	52.504136179	31.8078	12.87021664
42	8.012455718	21.131636179	52.707236179	31.5756	13.119180461
43	8.198791898	21.666936179	53.040436179	31.3735	13.468144281
44	8.385128077	22.102236179	53.374736179	31.2725	13.717108102
45	8.571464257	22.637536179	53.577836179	30.9403	14.066071922
46	8.757800436	23.071836179	53.911036179	30.8392	14.314035743
47	8.944136616	23.506136179	54.245336179	30.7392	14.561999563
48	9.130472795	23.940436179	24.374736179	0.4343	14.809963384
49	9.316808975	24.709036179	54.568536179	29.8595	15.392227204
50	9.503145154	25.143336179	54.902836179	29.7595	15.640191025
51	9.689481334	25.577636179	55.237136179	29.6595	15.888154845
52	9.875817513	26.011936179	55.440236179	29.4283	16.136118666
53	10.062153693	26.446236179	55.662336179	29.2161	16.384082486
54	10.248489872	27.203736179	55.865436179	28.6617	16.955246307
55	10.434826052	27.638036179	28.072336179	0.4343	17.203210127
56	10.621162231	28.406636179	28.840936179	0.4343	17.785473948
57	10.807498411	28.840936179	56.087536179	27.2466	18.033437768
58	10.99383459	29.275236179	29.709536179	0.4343	18.281401589
59	11.18017077	29.709536179	30.143836179	0.4343	18.529365409
60	11.366506949	30.143836179	56.290636179	26.1468	18.77732923
61	11.552843129	30.901336179	31.335636179	0.4343	19.34849305
62	11.739179308	31.335636179	56.492636179	25.157	19.596456871
63	11.925515488	32.104236179	32.538536179	0.4343	20.178720691
64	12.111851667	32.538536179	56.714736179	24.1762	20.426684512
65	12.298187847	32.972836179	57.037936179	24.0651	20.674648332
66	12.484524026	33.407136179	57.361136179	23.954	20.922612153
67	12.670860206	34.164636179	34.598936179	0.4343	21.493775973
68	12.857196385	34.598936179	35.033236179	0.4343	21.741739794
69	13.043532565	35.356436179	35.790736179	0.4343	22.312903614
70	13.229868744	35.790736179	36.225036179	0.4343	22.560867435
71	13.416204924	36.225036179	36.659336179	0.4343	22.808831255
72	13.602541103	36.982536179	37.416836179	0.4343	23.379995076
73	13.788877283	37.416836179	37.851136179	0.4343	23.627958896
74	13.975213462	38.185436179	38.619736179	0.4343	24.210222717
75	14.161549642	38.619736179	39.054036179	0.4343	24.458186537
76	14.347885821	39.054036179	39.488336179	0.4343	24.706150358
77	14.534222001	39.811536179	40.245836179	0.4343	25.277314178
78	14.72055818	40.245836179	40.680136179	0.4343	25.525277999
79	14.90689436	40.681136179	41.216436179	0.5353	25.774241819
80	15.093230539	41.216436179	41.650736179	0.4343	26.12320564
81	15.279566719	41.650736179	42.085036179	0.4343	26.37116946
82	15.465902898	42.419336179	42.853636179	0.4343	26.953433281
83	15.652239078	42.853636179	43.287936179	0.4343	27.201397101
84	15.838575257	43.288936179	43.824236179	0.5353	27.450360922
85	16.024911437	43.824236179	44.258536179	0.4343	27.799324742
86	16.211247616	44.258536179	44.692836179	0.4343	28.047288563
87	16.397583796	45.027136179	45.461436179	0.4343	28.629552383
88	16.583919975	45.461436179	45.895736179	0.4343	28.877516204
89	16.770256155	45.895736179	46.330036179	0.4343	29.125480024
