4.987027192	4.025087192	4.499297192	3.725137192	1.47681	1.50143	1.59989	1.59989	6.771336179	6.660336179	6.250436178999999	6.250436179000001
1.868026136	1.513864428	1.435428046	1.304819754	2.58046	2.84881	3.16673	3.1008	3.875272359	3.510236179	3.1578361790000002	3.2249723589999997
0.941652967	1.058185933	0.986216787	0.930425933	3.45652	3.43135	3.69917	3.58011	2.893080897	2.914308538	2.703308538	2.793208538
0.836836787	0.762656585	0.742642764	0.726284472	3.38443	4.04631	4.16534	4.16708	2.954708538	2.471389436	2.400761795	2.399761795
0.751377438	0.730022764	0.762486382	0.755475528	3.45652	4.0855	4.0611	4.16708	2.893080897	2.447680897	2.462389436	2.399761795
0.741428292	0.708812764	0.748594472	0.681790854	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.744099146	0.83803809	0.967105326	0.81268809	3.96532	3.67734	3.84726	4.05523	2.521861795	2.719353256	2.599253256	2.465953256
0.75657	0.833136179	0.955684269	0.758801708	3.96532	4.14979	4.16534	4.07949	2.521861795	2.409761795	2.400761795	2.451289436
0.769040854	0.889337033	0.998455123	0.904284269	3.61034	3.76262	3.7754	3.77683	2.769825615	2.657725615	2.648725615	2.647725615
0.736820854	0.916655123	0.867204269	0.906655123	3.96532	4.14979	3.99878	4.16708	2.521861795	2.409761795	2.500761795	2.399761795
1.26851301	0.980633213	1.206856628	0.970633213	3.96532	4.00054	3.99878	4.01661	2.521861795	2.499661795	2.500761795	2.489661795
1.133181303	0.925842359	1.179789392	0.907308741	3.96532	4.14979	3.99878	4.16708	2.521861795	2.409761795	2.500761795	2.399761795
0.967698741	0.869941505	0.994206831	0.859941505	3.96532	4.14979	3.99878	4.16708	2.521861795	2.409761795	2.500761795	2.399761795
1.007642359	0.805507033	0.983296831	0.795507033	3.96532	4.14979	4.16361	4.16708	2.521861795	2.409761795	2.401761795	2.399761795
1.033699595	0.666081708	1.050207685	0.656081708	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.976688741	0.63623809	0.927195977	0.62623809	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.714400854	0.729406179	0.825694269	0.719406179	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.929321505	0.703348943	0.964463213	0.693348943	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.769042561	0.600080854	0.686368943	0.590080854	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.735561708	0.601190854	0.789437033	0.591190854	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.72924809	0.655981708	0.740959797	0.645981708	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.759091708	0.601190854	0.574567236	0.591190854	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.703190854	0.563923618	0.722326179	0.553923618	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.703190854	0.581447236	0.611734472	0.571447236	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.721824472	0.563923618	0.5374	0.553923618	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.6585	0.5464	0.593200854	0.5364	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.665923618	0.5464	0.555933618	0.5364	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.6585	0.5464	0.5374	0.5364	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
0.6585	0.5464	0.5374	0.5364	3.96532	4.14979	4.16534	4.16708	2.521861795	2.409761795	2.400761795	2.399761795
